brand,model_year,milage,transmission_num,price
19,2014,71097,7,15750
26,2004,98888,5,7200
49,2015,87009,6,30000
13,2011,152000,6,11000
3,2015,160000,8,7500
35,2013,102750,7,12900
9,2017,44000,9,21000
4,2011,90000,6,16000
23,2013,105000,6,18000
13,2012,80800,6,10750
0,2019,66500,9,36570
13,2004,142666,6,4995
52,1997,170000,4,9950
8,2022,28333,6,44500
38,2011,112000,6,20000
38,2009,80000,6,15999
16,2009,179700,6,15900
4,2017,108000,7,23000
25,2019,77690,8,30000
52,2003,145000,5,11500
16,2011,60930,6,18750
43,2016,40000,8,32000
13,2019,69800,10,19780
4,2021,9670,8,43000
25,2015,106000,6,29500
35,2016,51354,7,43499
4,2019,4500,8,92500
35,2018,80134,8,48995
8,2017,8400,8,23900
7,2012,91491,6,12400
53,2002,122000,5,6999
20,2016,41500,6,34900
25,2008,122961,6,16900
4,2011,70700,6,42500
25,2019,55000,8,42000
25,2019,58000,8,29999
13,2014,123200,6,12449
3,2016,58000,8,20500
25,2016,82978,8,30000
3,2015,73000,8,16000
35,2015,62200,7,22800
35,2022,76100,8,83000
35,2018,70579,6,24900
4,2014,110000,6,17995
10,2017,161000,8,17500
3,2022,9408,8,32450
27,2020,30300,10,37700
27,2013,129567,6,6000
10,2020,49000,8,65500
13,2022,16100,10,46000
26,2010,16983,6,17900
43,2020,7000,8,55000
25,2019,26000,8,38500
35,2013,132000,7,17900
52,2018,37000,6,32950
19,2014,132000,6,11000
43,2015,153250,6,27450
8,2018,80000,6,51000
42,2018,68364,7,27900
13,2019,92000,6,27500
52,2020,48000,6,31000
35,2014,80581,7,139000
35,2019,45800,7,32000
35,2022,10001,9,140000
38,2013,69700,6,8999
43,2020,41789,8,48000
38,2011,134000,6,6500
26,2018,61000,10,47000
54,2018,44486,6,49500
23,2021,61117,6,33500
35,2022,7200,7,71000
4,2013,58880,6,40500
13,2009,190321,5,6750
13,1999,173452,4,3500
38,2007,120000,6,6750
49,2009,148949,4,7700
8,2012,100000,6,6900
26,2018,62950,6,23995
13,2009,29816,6,45000
35,2013,95816,7,20000
16,2013,92861,5,17100
8,2014,103338,6,14000
13,2018,55000,6,78000
8,2014,40000,6,37500
25,2017,66500,8,23999
2,2011,65800,6,31000
3,2018,50340,8,43000
4,2020,26520,6,128995
3,2018,49626,6,23950
42,2005,67000,6,30999
3,2018,55000,7,18500
53,2016,100680,6,24500
35,2020,41000,9,32000
21,2019,4000,8,27000
49,2016,84100,6,33900
13,2018,48500,6,32000
52,2004,212000,5,5199
4,2015,25000,7,40000
43,2019,56675,6,23000
4,2013,110380,6,6500
35,2018,58664,7,32500
25,2017,8237,8,37900
27,2003,142215,5,22000
4,2018,40000,7,49999
26,2015,123500,8,23500
4,2022,8400,8,60867
8,2004,155000,6,12000
23,2011,103111,6,13800
4,2023,6000,8,65900
13,2018,120000,6,65000
15,2019,59700,8,35999
26,2015,64200,6,32999
19,2011,76500,6,30000
35,2014,56000,7,44000
7,2021,74150,10,51499
13,2021,53607,10,34645
16,2015,106335,5,26500
18,2013,82900,6,9250
6,2020,53607,6,50000
13,2019,59980,10,27599
13,2018,45000,10,32000
19,2016,50000,7,35000
8,2018,19200,6,21999
13,2015,71000,6,14500
4,2017,117000,8,26500
17,2005,130000,4,15000
52,2007,134602,5,10200
3,2017,53500,7,27500
8,2023,2121,8,44900
25,2021,2800,6,155000
10,2004,167500,4,15500
35,2015,59500,7,17500
3,2019,22000,8,42900
43,2020,73091,8,46500
4,2020,33000,8,73000
42,2006,65290,6,25000
25,2021,29000,9,49999
0,2007,149000,6,7899
35,2017,1750,7,49500
13,1998,130000,4,11000
8,2021,3000,8,98000
14,2017,157500,6,29000
26,2015,112600,8,14500
13,2019,85200,10,65700
4,2020,53500,7,81900
19,2018,49000,6,100000
52,2006,145000,4,16995
3,2009,137483,6,20000
26,2015,86250,8,21500
4,2021,9408,8,24000
35,2011,110000,7,71000
35,2006,148000,6,9900
21,2007,157530,6,5899
53,2017,26000,6,39900
3,2016,72865,7,21500
16,2005,62930,6,12900
8,2022,8400,8,35000
25,2019,35250,8,44400
19,2017,90000,6,29800
13,2022,67500,8,17999
8,2015,95500,6,26950
35,2014,67800,7,17500
4,2018,19600,7,65900
13,2022,12055,10,63000
13,2022,4500,10,53500
42,2020,7800,8,47500
13,2019,64855,10,35995
42,2008,117000,6,12900
8,2013,104000,6,10500
8,2008,1389,4,11500
13,2012,152000,6,5500
4,2019,40000,7,27875
16,2016,69771,6,27500
21,2023,8500,5,124000
25,2015,117292,9,13250
19,2010,167600,6,16500
35,2013,67250,7,24995
8,2017,208864,6,34000
35,2016,59715,9,25900
4,2021,18000,8,115000
14,2021,23292,6,51800
35,2019,33500,7,61500
35,2017,93400,9,21999
54,2013,134000,6,8500
8,2016,67499,8,21500
52,1996,15000,6,8000
26,2021,65900,6,36300
52,2023,3000,10,87500
52,2014,86000,5,19750
14,2018,20200,6,42500
21,2012,48500,5,13800
13,2019,31600,6,29999
4,2012,67000,6,41500
25,2016,86202,9,26500
3,2020,8400,7,28895
13,2010,9095,6,59900
42,2021,14269,8,134000
13,2012,95500,6,9000
35,2018,28500,9,54500
25,2016,111000,8,23000
7,2023,53900,10,72995
12,2006,183000,6,17500
21,2020,38200,6,69995
19,2017,48000,6,28000
3,1998,69700,6,12000
42,2019,25000,8,50000
8,2005,100545,4,7858
13,2017,46000,6,25000
13,2018,16900,6,53000
21,2008,125450,4,6000
21,2020,41000,8,35000
3,2012,52044,6,29995
4,2016,77945,8,30000
7,2019,29500,8,29000
19,2017,51983,6,69000
42,2006,68364,7,6000
52,2017,86000,6,30000
10,2016,140450,6,30000
35,2018,32500,6,72567
21,2016,71000,5,22000
13,2018,76500,10,27500
43,2020,44000,6,61500
26,2015,116612,8,16900
52,2022,8700,6,40250
3,2012,118500,7,12000
13,2016,102000,6,14000
26,2009,143346,8,8995
13,2016,105500,6,15000
4,2018,27000,6,27000
38,2013,125800,6,16100
13,2007,97700,6,10900
4,2012,62500,6,37000
13,2016,169000,6,84997
13,2018,6400,10,65000
3,2014,19079,7,14995
4,2008,70579,6,21000
42,2021,15000,8,71000
3,2015,119500,6,18000
35,2014,91545,7,5995
13,2003,98000,6,40999
26,2014,82900,6,21495
25,2019,50340,8,47999
26,2009,160900,6,6800
42,1999,74030,6,12999
35,2014,46150,7,30900
13,2018,67500,10,37500
8,2023,2500,8,54000
49,2015,98528,6,9495
53,2016,89987,8,29500
42,2005,69700,6,42500
13,2013,93500,6,21000
52,2007,146400,6,6250
38,2014,90000,6,15000
26,2016,51351,6,35750
25,2019,86000,6,18900
42,2022,4700,7,105000
8,2013,99769,6,7495
42,2014,67500,8,36950
18,2021,19500,8,42000
23,2023,1500,8,93500
23,2012,70700,6,18000
35,2018,53500,9,29500
8,2017,8660,6,37900
8,2010,170000,4,7900
13,2018,53900,10,26900
26,2016,83112,6,21000
35,2007,152000,6,6700
35,2018,52694,7,30000
25,2016,110000,6,17500
8,1995,155000,6,4500
18,2012,107500,6,7500
25,2022,28000,8,75500
52,2006,159870,4,8450
18,2008,46000,6,12500
8,2015,150000,6,16500
8,2021,7200,8,38500
21,2020,43000,8,33000
52,2018,67500,6,45000
26,2012,160000,8,18700
3,2012,94000,8,15000
13,2015,15889,6,35000
43,2020,22000,8,49000
8,2023,9095,8,34500
8,2008,174000,6,31000
35,2022,19000,6,46999
10,2018,50000,8,27500
13,2006,109423,5,12000
4,2006,152000,6,6750
4,2023,2235,8,81000
21,2012,92500,6,20000
13,2016,84421,6,21000
35,2012,79000,6,19977
21,2014,119500,6,34000
33,2012,65750,6,19975
35,2019,49899,7,69500
21,2021,23400,8,49000
52,2008,160000,5,10400
8,2022,3273,8,68500
21,2011,107800,6,13000
33,2010,155000,6,8995
13,1997,131000,6,6300
13,2021,35900,10,42700
3,2018,53169,8,51500
4,2000,218000,5,3200
13,2017,99524,6,26500
1,2019,61300,8,33800
52,2005,199400,5,4300
16,2020,31000,8,37400
35,2005,183455,7,9250
25,2023,324,6,89000
3,2021,7500,6,48000
13,2017,152000,6,26000
10,2014,57237,6,35000
13,2019,66000,6,39799
4,2011,91491,7,16999
5,2018,4500,8,115000
4,2016,124000,6,133000
0,2010,122961,6,20000
27,2019,68000,10,29500
4,2016,27965,7,89000
49,2016,126000,5,12900
13,2006,170000,4,6999
7,2007,150000,6,5995
52,2022,2894,6,68750
27,2021,32268,6,52000
35,2005,93000,7,40000
23,2015,153000,6,11100
4,2018,31000,8,46000
25,2019,41500,8,77900
49,2023,133504,6,31500
26,2018,68500,8,37500
13,2016,91843,6,36500
25,2020,54225,8,36500
3,2019,13700,8,79950
52,2014,148000,6,20490
26,2004,121800,6,5800
35,2017,48000,9,21865
13,2020,1500,10,226000
35,2018,74595,9,36250
3,2019,25300,8,41500
35,2021,13650,9,74500
42,2005,35000,4,70000
30,2002,150000,5,4495
52,2022,26468,6,43000
16,2017,40011,5,28500
3,2015,101000,6,50000
26,2021,28182,10,98900
19,2007,100868,5,9875
23,2023,1750,8,81330
35,2016,17000,7,69000
0,2009,131800,6,5800
13,2011,132269,6,21999
14,2017,142215,10,26499
30,2016,91700,6,21750
4,2016,27965,7,67900
35,2006,76500,6,18051
35,2012,51500,7,32000
13,2010,99769,4,19395
13,2014,169400,6,25900
38,2019,42500,6,26000
3,2018,65680,8,25990
21,2010,82000,4,15000
26,2019,80000,6,43000
8,2000,75000,4,12250
52,2005,209500,4,5500
27,2016,90367,6,9495
3,2021,5338,8,47995
13,2017,51700,6,31500
38,2022,36000,6,54000
3,2017,108000,8,28000
52,2004,183000,4,12500
3,2015,96800,6,12500
38,2012,107000,6,7300
13,2004,163000,4,18000
4,2015,110380,6,12000
13,2021,31190,10,42599
8,2008,70000,6,22500
8,2015,54423,6,86900
35,2011,90601,7,5999
35,2019,67280,7,42500
35,2011,157000,6,37700
26,2018,65750,6,56900
8,2006,79800,6,32500
5,2012,117500,6,74995
13,2020,48500,10,58500
13,2022,9642,10,26999
8,2022,76100,9,49999
8,2018,26000,6,62500
8,2007,51850,6,76400
35,2022,8700,9,27500
26,2011,40000,6,36000
52,2023,4200,6,44000
13,2017,64500,8,41500
21,2017,103338,8,25999
4,2021,24300,8,29995
0,2013,106726,4,11000
54,2021,8700,8,75000
35,2019,72922,9,17498
13,2005,152520,5,10995
37,2003,150000,5,7500
18,2008,90367,6,8700
23,2021,37100,6,34000
53,2015,64800,6,11800
41,2001,132800,5,5000
35,2016,48600,7,41500
35,2018,52775,8,37500
13,2011,131000,8,7600
4,2007,100730,6,9999
21,2003,123620,5,9950
13,2019,49500,6,35999
13,2019,36500,10,30999
25,2016,6200,6,104000
35,2016,51984,7,28000
43,2021,24650,6,41500
35,2020,22000,6,43500
13,2022,3400,10,105000
35,2019,4102,9,89900
18,2010,131000,6,6500
15,2021,8700,6,39100
27,2008,62930,6,11600
20,2018,86000,9,32000
13,2009,90000,6,17500
13,2015,126500,6,13000
13,2002,131100,6,9900
21,2004,119000,4,12900
41,2009,170000,5,4500
13,2018,63160,6,46999
3,2014,59300,5,22500
8,2007,201509,6,12300
8,2022,5400,8,41500
13,2018,65000,6,40000
8,2020,8974,7,36000
31,2015,26100,8,52500
35,2018,8600,7,54995
16,2010,87001,6,5800
41,2016,59700,6,19000
16,2008,18494,6,23000
35,2017,53500,9,28900
18,2016,70000,6,36900
4,2020,19000,7,28999
4,2008,72900,6,19000
13,2014,90400,6,15500
25,2022,15882,8,69790
4,2001,150000,6,15450
42,2018,28000,7,42850
24,2021,20000,8,279950
35,2014,61000,7,25900
0,2017,57939,9,27500
8,2000,116157,4,6900
35,2020,46500,9,275000
8,1997,183000,5,5000
35,2021,17500,9,29900
3,2018,26000,7,56999
42,2020,25500,7,449991
4,2019,32000,6,36300
4,2021,40000,8,72000
38,2006,165520,5,16370
13,2008,245000,6,8900
35,2013,11249,7,35900
3,2018,271000,6,8500
3,2019,93400,8,23000
8,2017,68200,6,35500
13,2017,85253,6,36000
35,2018,60000,9,25500
35,2020,8700,9,37900
19,2014,89563,7,15000
42,2017,46200,6,96500
13,2011,162100,6,35000
4,2013,125450,6,17995
52,2003,118000,5,10200
35,2018,35100,7,25900
43,2022,44373,8,27500
8,2023,15443,8,81500
14,2019,53000,8,34700
35,2013,91700,7,15999
25,2017,48500,6,49900
4,2011,95450,6,108000
30,2012,80800,6,17800
47,2019,69771,6,23999
7,2012,56675,6,25500
33,2004,167500,6,15000
8,2016,20200,6,25000
35,2016,16000,6,48500
8,2018,45000,8,38000
3,2019,18100,8,42900
42,2011,79000,7,19780
35,2018,17500,7,37000
13,2018,72393,6,42000
35,2018,43000,7,35000
35,2011,90400,7,10998
49,2017,76000,6,21000
13,2015,87500,6,29000
35,2005,99600,7,9800
10,2018,67500,8,47000
3,2013,98527,8,11500
13,2002,116157,6,4300
13,2017,111000,6,32000
25,2018,52000,8,25500
16,2012,148000,6,5800
52,2018,68500,5,38995
25,2016,79500,8,36750
49,2020,222600,6,28500
42,2018,15168,7,179000
4,2015,135000,8,15000
35,2004,194500,6,5995
13,2018,26000,6,55000
49,2015,96680,6,12000
42,2020,53500,7,28750
26,2006,162000,5,11499
8,2015,16100,8,14000
19,2017,55000,6,36000
26,2020,26000,6,42000
42,2013,13500,8,104000
8,2022,2894,10,54995
49,2008,90000,5,6500
10,2014,69764,8,19000
26,2022,11700,8,45000
42,2000,59700,6,26500
38,2016,8755,7,34500
35,2013,82900,7,17500
35,2021,6046,7,57300
13,2007,130000,4,9999
4,2024,11102,6,85000
37,2015,19700,6,7500
21,2006,142000,4,9500
8,2015,14700,6,52500
26,2006,192000,6,15000
8,2016,75151,6,18000
8,2020,46000,8,29500
13,2022,19250,10,93000
8,2021,7528,8,99999
3,2019,26000,6,27500
13,2017,65000,6,25650
4,2012,69764,6,22000
52,2018,26800,6,38500
3,2015,73000,8,17000
4,2017,57800,6,33500
52,2014,83100,5,18300
42,2007,251634,6,10795
3,2015,83298,8,16000
35,2016,14993,7,30950
26,2004,152000,5,4999
3,2012,57785,6,25000
14,2021,21000,10,51499
8,2007,16000,6,5200
4,2008,73500,7,48000
13,2009,79000,6,6730
25,2008,144000,6,15000
35,2021,72784,7,53000
7,2013,160249,8,14995
21,2010,90000,5,12900
8,2005,97146,4,7999
42,2016,48000,8,22000
42,2018,7400,7,87500
53,2016,110000,5,25000
9,2010,140460,5,8000
37,2001,74000,5,13500
26,2007,87888,6,11900
25,2019,64800,6,35900
4,2015,14700,8,37000
49,2014,161900,6,8500
13,2008,179700,6,5500
13,2022,22000,6,45900
43,2022,23600,8,85000
4,2011,45000,6,12750
8,2014,162731,6,16000
45,2023,2950,8,96000
4,2021,14700,8,18500
33,2008,104000,6,34000
54,2021,22500,8,35900
35,2017,28000,7,27500
8,2023,9000,6,50000
35,2008,91900,7,14500
37,2009,90601,6,4500
8,2022,13400,8,50000
26,2015,51335,8,49995
3,2015,73000,8,20000
42,2013,28333,6,35000
7,2019,67512,8,62425
7,2010,134602,6,4495
53,2017,66000,6,30000
18,2007,90000,6,4900
35,2018,39000,9,25999
42,2021,9500,6,61000
42,2007,75200,6,17599
3,2019,66150,8,60500
19,2016,161894,7,21500
35,2005,59500,7,17500
16,2010,119500,6,12000
35,2014,56000,7,36990
10,2002,199000,4,15000
27,2019,19000,6,112500
3,2017,80124,8,30500
8,2020,58816,10,49685
42,2019,4590,8,85500
38,2018,48500,6,27499
35,2015,85500,7,18700
25,2023,2000,6,55000
3,2022,10400,8,99800
25,2011,143000,6,16000
16,2020,38000,6,43000
21,1999,120000,5,15500
4,2017,55000,8,35000
26,2013,103000,6,12000
42,2020,22500,6,75500
4,2021,14377,8,59995
35,2023,4000,9,41500
7,2019,53500,10,24000
42,2016,47885,7,22995
23,2023,2950,8,54500
4,2022,15882,8,64683
13,2008,207100,6,48500
4,2019,41906,6,23999
52,2016,74000,6,35000
8,2019,48000,6,50000
25,2014,16400,6,19600
6,2014,82900,6,18900
8,2021,12700,8,67900
19,2011,142500,6,11500
0,2010,72500,6,22000
7,2019,90000,10,33490
13,2005,91500,4,7599
13,2020,61000,10,69000
42,2007,5500,6,69500
8,2022,10400,8,61995
21,2022,1800,8,103000
13,2003,20200,6,84500
14,2013,82900,6,20800
4,2001,122000,6,4999
21,2010,152000,5,8900
13,2019,20500,10,40500
52,2008,141209,5,12500
3,2019,32000,8,33999
13,2011,148000,6,12500
35,2005,151544,5,17200
3,2016,52500,6,45000
4,2018,25000,6,64000
35,2023,4700,9,117500
42,2011,95450,7,12000
42,2013,52044,7,102000
8,2016,82975,8,20000
4,2019,18300,7,63500
35,2020,28182,7,74900
35,2016,36000,7,39500
7,2020,26000,8,35645
13,2017,119850,6,15500
13,2022,105674,10,11970
8,2017,76000,6,16500
42,2014,43500,7,51500
52,2011,129567,6,17995
35,2020,37000,10,60200
42,2015,119750,7,17900
13,2012,116600,6,12000
13,2020,44000,10,54000
4,2006,165000,6,4000
43,2021,33499,8,45770
8,2017,82300,8,34000
8,2020,33000,6,40900
13,2021,16238,6,115000
14,2017,93500,6,15900
42,2020,28690,8,96850
21,2020,7300,6,61500
4,2012,152000,6,19999
42,2012,123256,5,15999
3,2015,73000,8,17500
26,2023,4500,8,134999
52,2010,156875,5,13300
3,2022,13000,6,54000
8,2019,46000,6,27450
35,2017,78101,7,59000
8,2008,133500,6,5000
8,2005,152000,6,11000
13,2020,41000,10,54000
49,2006,145000,6,8950
13,2006,87768,5,17900
21,2017,86170,5,18700
13,2014,85252,6,20995
13,2016,98650,6,26750
4,2018,57800,8,51900
19,2014,90000,7,12000
13,2016,98000,6,25500
21,2004,165520,4,8500
15,2022,12000,6,115000
43,2019,71200,8,38500
38,2014,96653,5,10995
4,2019,50000,8,23500
53,2016,104000,6,19500
13,2013,63398,6,17900
19,2015,50000,6,23500
7,2011,111000,6,11500
13,2023,3400,10,97555
43,2019,51808,8,49500
3,2018,49650,6,28600
38,2007,149800,6,11499
13,2021,17500,10,34995
13,2011,101000,6,22500
52,2020,75151,8,47995
25,2018,63450,8,29950
0,2013,198000,6,14999
43,2021,15183,8,62890
8,2011,86400,4,17000
35,2015,67000,7,39900
0,2021,16900,10,62500
3,2018,57918,8,28995
52,2008,86170,5,21000
0,2019,37900,8,21500
35,2020,54300,9,53500
23,2011,159890,6,7999
23,2016,56910,6,19500
26,2020,74289,6,26816
42,2015,16002,7,134999
3,2013,126760,6,17500
35,2011,132000,7,12000
8,2014,139000,6,20000
26,2020,61300,8,46500
35,2014,112465,6,23598
21,2001,124400,5,19500
4,2020,71200,8,42500
3,2019,41500,8,42900
27,2005,183744,4,5000
33,2015,106000,6,8500
35,2019,31370,6,54500
4,2012,74582,7,15000
49,2010,36486,6,27750
52,2003,149000,4,3995
3,2015,55000,6,32000
8,2005,75000,4,7900
8,2021,63750,6,33500
4,2018,74000,6,34000
8,2001,150000,6,7200
10,2005,146000,4,20490
42,2018,28000,7,55900
41,2005,122348,6,9450
4,2001,98231,6,17800
3,2017,59715,8,25900
25,2017,96800,8,20900
25,2019,43515,8,63998
8,2022,8400,7,81500
8,2003,25500,6,69500
19,2007,94000,6,10900
42,2019,13900,6,46900
10,2006,201509,6,9500
26,2019,51300,6,20500
35,2014,199296,7,21750
13,2004,48000,5,172000
26,2009,119000,6,4200
4,2015,49000,7,41500
3,2013,94500,8,24900
26,2015,102665,6,17495
25,2013,98888,6,15000
7,2013,83100,6,16800
26,2011,61160,6,6300
42,2023,19800,8,81500
21,2007,160000,4,4200
19,2014,99700,7,14500
35,2020,17000,6,57000
13,2016,84000,6,28000
16,2012,122000,5,11000
10,2022,20500,8,90000
38,2019,57912,7,29000
27,1996,140401,6,6500
4,2013,81200,6,18998
13,2015,19000,6,63000
13,2018,40000,6,60200
42,2016,60000,6,34500
13,2011,120000,6,7300
27,2017,65441,6,45000
35,2007,16983,7,14990
14,2009,116226,6,6999
43,2019,55600,8,48900
52,2008,100245,6,12500
42,2022,13800,8,86000
4,2019,64800,6,41500
3,2015,87500,8,29993
27,2017,37375,6,26500
21,2022,14000,8,59500
4,2019,40450,6,36900
3,2012,125800,6,15999
25,2023,542,8,65000
25,2020,25000,8,64000
35,2019,49899,7,59900
17,2004,96800,4,28000
4,2017,60000,8,28000
21,2010,130000,4,9800
21,2006,132000,4,10900
13,2011,149460,5,15000
21,2011,162482,5,6500
49,2010,170552,6,9950
26,2016,124000,6,43999
38,2022,14920,9,9000
8,2004,134000,4,16250
35,2012,103000,7,65000
3,2016,20800,6,34900
4,2018,76474,8,21900
42,2015,63398,7,15000
35,2017,98000,9,12500
18,2013,106700,8,17000
13,2007,87888,5,9100
8,2002,135000,4,6500
33,2008,92000,5,12999
8,2019,40000,6,43000
4,2011,106000,6,12000
13,2019,1700,6,47950
26,2019,63460,6,51000
21,2007,654,4,22500
53,2016,87768,5,17777
13,2021,49810,10,51900
52,2011,9095,6,14900
52,2023,1400,6,47500
27,2016,117292,6,11000
19,2017,93500,7,18000
25,2019,58000,8,59000
4,2001,126000,6,14300
16,2020,39000,6,36995
42,2005,104000,6,12500
52,2022,28400,6,63100
13,2003,162750,6,12000
13,2021,13700,10,62450
17,2014,106000,6,25500
35,2021,9500,9,95000
8,2022,17000,10,31933
35,2015,39000,7,30500
35,2017,72000,7,28000
3,2022,20220,8,58000
21,2019,25000,8,36000
31,2023,5400,8,72995
21,2012,69600,6,15000
52,2001,170000,5,3000
13,2019,53000,10,36500
35,2022,10400,9,56750
18,2008,125470,6,6450
35,2023,2000,9,53500
21,2022,20000,8,92500
17,2004,107000,4,18999
15,2022,48300,8,29900
26,2018,77300,8,34500
35,2012,73000,7,20000
13,2020,92000,10,50000
5,2017,7982,8,48600
13,2015,102681,6,10700
35,2019,33000,9,45950
4,2013,122000,6,11500
42,2008,77000,5,12900
17,2004,90400,4,5500
38,2015,79635,6,20900
35,2019,17900,9,84500
35,2007,91500,7,13599
3,2018,47700,6,29999
45,2016,51890,8,324995
13,2007,154000,5,23000
35,2017,47000,6,48000
13,2014,13800,6,23500
49,2010,120000,6,10700
42,2018,43000,7,51700
3,2022,18650,8,32500
35,2013,47000,7,28000
13,2007,169613,4,6500
49,2013,86101,6,17500
4,2014,73000,6,16000
27,2012,157272,6,13490
53,2011,96800,6,12000
43,2021,54800,8,71200
27,2019,49688,6,30500
8,2007,149460,4,12350
43,2015,71250,6,19000
42,2013,67500,7,31500
35,2016,63000,7,229900
13,2007,130000,5,5500
25,2016,101453,8,15000
4,2008,127600,6,11900
13,2013,107481,6,8250
25,2019,19813,8,51900
35,2019,54000,6,59400
35,2018,73091,9,36570
13,2022,8794,6,49000
5,2019,49814,8,27999
35,2014,56536,6,26000
26,2015,87500,8,17000
6,2015,89726,6,16995
31,2016,53500,8,27500
52,2016,135140,6,24000
35,2017,39000,9,39999
8,2017,84000,6,17500
4,2019,45468,8,35999
8,2006,166000,6,8500
26,2018,52100,8,36000
13,2017,68749,6,37000
35,2008,215000,7,8900
41,2009,285000,6,59750
8,2023,2900,8,164725
13,2016,123000,6,19000
13,2013,153800,6,10700
4,2002,213000,6,4300
52,2013,139105,6,16370
52,2022,9000,10,48990
13,2015,111000,6,16500
13,2015,169000,6,16500
13,2017,195361,6,20995
35,2018,48300,7,85989
31,2017,25000,7,47000
4,2020,24500,9,50000
52,2012,166963,6,8800
4,2018,26600,8,40950
35,2014,82900,7,18995
8,2022,6200,8,92500
27,2011,76163,6,13600
4,2022,8000,8,105000
13,2012,25717,6,25500
42,2019,28000,7,90788
8,2011,83424,6,27000
52,2023,16800,6,62499
35,2020,23700,7,134900
21,2000,89148,5,10199
8,2023,4048,6,61999
37,2011,83400,6,16000
7,2021,82000,10,69500
35,2020,1750,7,98900
3,2013,132600,8,14490
8,2019,3763,8,52000
3,2016,98600,7,66000
42,2018,13850,8,36995
52,2004,178000,5,6500
4,2016,30450,6,55500
25,2019,55000,6,33000
8,2013,162731,6,16500
42,2022,1581,6,144900
4,2020,30200,7,54500
35,2015,73948,7,36999
5,2018,18500,8,184606
31,2015,39750,6,94995
19,2015,74000,7,29000
49,2010,107543,6,18000
4,2014,44000,6,43900
4,2015,70000,6,18500
8,2016,92728,6,16995
27,2016,161000,6,17000
42,2016,26000,8,43900
3,2012,65750,7,37000
42,2015,134000,8,34995
10,2018,7751,8,37050
7,2019,67000,6,27900
49,2005,94000,5,12995
3,2017,63000,7,21000
13,2017,85000,6,36599
35,2017,49872,9,29000
25,2020,58000,8,29895
25,2017,55000,8,28000
13,2022,19250,10,67900
14,2012,116226,6,16000
3,2012,36000,7,47999
38,2015,53500,6,23500
3,2014,112465,8,15000
27,2016,51338,6,10000
3,2019,30000,8,28000
42,2007,20800,7,19500
21,2017,20172,6,37500
31,2015,105100,8,20900
13,2015,163000,6,18000
8,2022,6000,8,90200
35,2016,67250,7,15100
52,2005,152270,5,8900
13,2017,64000,6,35000
3,2020,33500,8,83499
13,2017,118000,6,10500
42,2013,78500,8,37900
35,2018,46000,7,35900
13,2018,20678,6,35000
23,2015,86101,6,17899
13,2022,3400,10,79999
21,2016,87500,5,31000
13,2016,117000,6,26500
7,2019,76500,8,36995
35,2018,28800,9,34000
13,2018,78568,6,16999
4,2015,73000,6,18000
3,2015,42596,6,33500
10,2008,149460,4,7900
38,2014,153350,5,6995
25,2018,81880,8,62499
7,2018,116500,10,66400
7,2021,24115,10,54999
8,2016,76000,4,31900
52,2016,119000,6,24500
8,2011,141209,6,6450
13,2014,67500,6,17500
21,2015,80000,5,28000
52,2003,143000,6,12000
7,2018,66500,8,34250
21,2007,144770,6,10500
25,2011,130000,6,16000
25,2023,3369,6,67900
21,1999,20000,5,7900
35,2014,83112,7,22500
13,2012,66500,6,19000
4,2011,95271,8,24900
13,2020,51338,10,49900
4,2013,9325,5,16998
35,2019,24500,9,37500
15,2021,9950,8,48900
8,2014,139804,4,8500
4,2021,22700,8,38000
4,2013,125470,6,8250
3,2017,39000,7,28995
52,2022,35000,6,74999
13,2019,85000,10,169000
21,2010,63250,6,22000
25,2016,56850,8,32000
7,2020,53401,6,40100
52,2022,20500,8,46999
35,2014,74000,7,20000
4,2014,101780,8,13600
35,2018,56985,9,41500
13,2017,53450,6,33000
21,2008,142215,4,5800
35,2004,64500,7,3500
16,2015,87000,6,15900
35,2015,80581,6,11500
8,2010,125450,6,8000
14,2007,148000,4,8500
13,2012,116210,6,128000
4,2016,10500,6,76000
21,2002,160900,6,5500
31,2014,26000,8,28500
25,2023,2950,8,92000
3,2015,162500,8,18000
27,2016,70891,6,20499
13,2018,65441,10,73000
12,2018,60000,8,75000
37,2011,134655,5,18800
20,2019,72903,8,39950
8,2004,2520,4,6700
19,2005,125470,6,44999
7,2015,134000,8,20000
52,1999,138000,6,9499
35,2019,24360,6,42500
4,2013,123000,6,12990
19,2019,45203,8,51700
15,2011,132000,6,7600
35,2021,13700,7,61000
53,2016,76495,6,17999
52,2020,43000,8,34600
52,2006,160900,4,10400
43,2019,107714,8,33499
8,2016,167500,6,30000
35,2008,93000,7,4100
26,2017,31130,6,34500
3,2019,38100,6,55900
4,2014,36670,8,29999
14,2017,69300,6,31900
8,2018,52500,8,37000
18,2010,150000,6,22500
25,2019,50000,8,33000
20,2018,5989,8,155000
26,2002,79500,5,15000
35,2017,39000,6,54000
42,2012,64000,7,14500
13,2020,44487,10,19599
42,2009,42500,7,17500
52,2017,52500,5,25000
4,2018,21000,6,38000
25,2016,59338,6,21900
25,2017,67280,8,27500
25,2020,29000,8,99999
3,2019,49626,8,28000
52,2016,101900,5,18500
18,2018,87892,8,21499
42,2018,22000,7,99800
26,2009,67400,6,20000
4,2002,145000,6,7200
52,2016,116612,8,27500
4,2011,98000,6,16770
35,2015,83000,7,32999
3,2020,25535,8,48500
13,2019,102000,6,69995
54,2017,16280,6,489000
